,0
11091,9
11092,3
11093,5
11094,1
11095,7
11096,4
11097,0
11098,3
11099,3
11100,6
11101,1
11102,3
11103,6
11104,8
11105,8
11106,8
11107,4
11108,9
11109,1
11110,8
11111,7
11112,3
11113,6
11114,5
11115,5
11116,3
11117,6
11118,8
11119,4
11120,8
11121,2
11122,6
11123,7
11124,5
11125,8
11126,6
11127,1
11128,6
11129,3
11130,4
11131,4
11132,0
11133,7
11134,4
11135,2
11136,2
11137,0
11138,9
11139,5
11140,4
11141,0
11142,0
11143,1
11144,3
11145,9
11146,8
11147,2
11148,7
11149,3
11150,3
11151,2
11152,4
11153,3
11154,3
11155,5
11156,3
11157,5
11158,9
11159,7
11160,7
11161,8
11162,9
11163,4
11164,2
11165,9
11166,1
11167,9
11168,1
11169,7
11170,3
11171,1
11172,9
11173,1
11174,2
11175,7
11176,3
11177,8
11178,1
11179,3
11180,6
11181,4
11182,3
11183,8
11184,5
11185,6
11186,4
11187,3
11188,8
11189,8
11190,8
11191,0
11192,9
11193,9
11194,2
11195,6
11196,1
11197,2
11198,5
11199,0
11200,1
11201,1
11202,1
11203,0
11204,5
11205,6
11206,5
11207,2
11208,3
11209,3
11210,5
11211,8
11212,8
11213,9
11214,6
11215,0
11216,0
11217,7
11218,9
11219,2
11220,1
11221,3
11222,7
11223,4
11224,9
11225,5
11226,6
11227,5
11228,3
11229,2
11230,1
11231,8
11232,4
11233,5
11234,6
11235,4
11236,7
11237,6
11238,3
11239,6
11240,7
11241,6
11242,0
11243,7
11244,5
11245,9
11246,4
11247,1
11248,1
11249,8
11250,3
11251,2
11252,5
11253,1
11254,2
11255,2
11256,0
11257,6
11258,7
11259,5
11260,0
11261,3
11262,4
11263,4
11264,5
11265,7
11266,0
11267,9
11268,6
11269,4
11270,4
11271,0
11272,1
11273,0
11274,2
11275,5
11276,5
11277,9
11278,3
11279,0
11280,8
11281,1
11282,8
11283,2
11284,3
11285,3
11286,8
11287,4
11288,1
11289,5
11290,6
11291,6
11292,1
11293,7
11294,6
11295,8
11296,4
11297,9
11298,6
11299,0
11300,9
11301,1
11302,9
11303,2
11304,4
11305,3
11306,3
11307,4
11308,0
11309,5
11310,8
11311,6
11312,8
11313,7
11314,0
11315,8
11316,6
11317,9
11318,7
11319,0
11320,3
11321,1
11322,7
11323,2
11324,2
11325,3
11326,4
11327,4
11328,3
11329,5
11330,2
11331,6
11332,6
11333,7
11334,1
11335,7
11336,9
11337,6
11338,5
11339,4
11340,4
11341,3
11342,1
11343,0
11344,9
11345,6
11346,5
11347,6
11348,6
11349,6
11350,0
11351,9
11352,7
11353,0
11354,0
11355,0
11356,9
11357,1
11358,0
11359,3
11360,5
11361,9
11362,1
11363,4
11364,1
11365,5
11366,2
11367,7
11368,6
11369,9
11370,3
11371,5
11372,0
11373,6
11374,4
11375,8
11376,1
11377,9
11378,9
11379,1
11380,0
11381,3
11382,2
11383,8
11384,8
11385,5
11386,7
11387,7
11388,7
11389,8
11390,3
11391,1
11392,6
11393,4
11394,1
11395,8
11396,7
11397,5
11398,1
11399,8
11400,7
11401,1
11402,1
11403,0
11404,6
11405,7
11406,8
11407,6
11408,8
11409,1
11410,6
11411,6
11412,7
11413,0
11414,2
11415,3
11416,5
11417,4
11418,6
11419,6
11420,3
11421,8
11422,9
11423,9
11424,1
11425,2
11426,6
11427,1
11428,3
11429,7
11430,4
11431,4
11432,8
11433,5
11434,6
11435,2
11436,2
11437,7
11438,2
11439,5
11440,5
11441,2
11442,4
11443,2
11444,2
11445,9
11446,1
11447,3
11448,4
11449,9
11450,2
11451,2
11452,6
11453,2
11454,0
11455,5
11456,7
11457,8
11458,3
11459,7
11460,1
11461,4
11462,7
11463,7
11464,7
11465,1
11466,3
11467,8
11468,3
11469,0
11470,2
11471,9
11472,4
11473,6
11474,1
11475,8
11476,1
11477,1
11478,7
11479,1
11480,4
11481,5
11482,7
11483,7
11484,5
11485,6
11486,8
11487,3
11488,6
11489,5
11490,4
11491,4
11492,1
11493,2
11494,8
11495,9
11496,3
11497,0
11498,1
11499,4
11500,4
11501,7
11502,2
11503,4
11504,2
11505,3
11506,0
11507,2
11508,0
11509,9
11510,9
11511,2
11512,3
11513,0
11514,7
11515,3
11516,9
11517,4
11518,7
11519,5
11520,8
11521,0
11522,2
11523,0
11524,3
11525,3
11526,0
11527,2
11528,2
11529,8
11530,5
11531,3
11532,5
11533,0
11534,0
11535,1
11536,2
11537,2
11538,6
11539,3
11540,9
11541,4
11542,0
11543,5
11544,2
11545,6
11546,0
11547,7
11548,5
11549,8
11550,5
11551,9
11552,1
11553,0
11554,1
11555,1
11556,8
11557,2
11558,5
11559,3
11560,0
11561,4
11562,9
11563,5
11564,6
11565,6
11566,2
11567,7
11568,1
11569,8
11570,3
11571,9
11572,7
11573,0
11574,1
11575,1
11576,0
11577,2
11578,8
11579,3
11580,3
11581,4
11582,3
11583,5
11584,3
11585,6
11586,0
11587,7
11588,5
11589,8
11590,4
11591,9
11592,9
11593,8
11594,1
11595,9
11596,3
11597,2
11598,2
11599,6
11600,0
11601,1
11602,0
11603,7
11604,5
11605,6
11606,3
11607,3
11608,0
11609,5
11610,3
11611,4
11612,0
11613,8
11614,0
11615,2
11616,9
11617,6
11618,1
11619,4
11620,0
11621,7
11622,3
11623,2
11624,7
11625,3
11626,5
11627,4
11628,0
11629,5
11630,2
11631,9
11632,5
11633,2
11634,1
11635,0
11636,2
11637,3
11638,2
11639,9
11640,0
11641,7
11642,4
11643,3
11644,4
11645,9
11646,9
11647,3
11648,4
11649,8
11650,8
11651,7
11652,2
11653,4
11654,3
11655,4
11656,8
11657,9
11658,0
11659,8
11660,3
11661,5
11662,7
11663,8
11664,4
11665,2
11666,7
11667,6
11668,2
11669,9
11670,2
11671,5
11672,7
11673,3
11674,2
11675,6
11676,6
11677,5
11678,5
11679,7
11680,1
11681,0
11682,1
11683,2
11684,6
11685,3
11686,9
11687,1
11688,8
11689,3
11690,3
11691,2
11692,2
11693,7
11694,8
11695,3
11696,6
11697,1
11698,1
11699,1
11700,7
11701,7
11702,1
11703,0
11704,7
11705,8
11706,7
11707,5
11708,8
11709,1
11710,7
11711,8
11712,6
11713,2
11714,3
11715,1
11716,1
11717,3
11718,9
11719,7
11720,3
11721,0
11722,2
11723,8
11724,9
11725,7
11726,3
11727,2
11728,6
11729,4
11730,8
11731,4
11732,7
11733,8
11734,5
11735,0
11736,0
11737,1
11738,4
11739,5
11740,1
11741,1
11742,2
11743,4
11744,1
11745,6
11746,4
11747,0
11748,9
11749,5
11750,2
11751,1
11752,6
11753,6
11754,5
11755,6
11756,9
11757,9
11758,7
11759,0
11760,2
11761,7
11762,6
11763,6
11764,6
11765,1
11766,0
11767,1
11768,0
11769,0
11770,4
11771,1
11772,6
11773,2
11774,9
11775,3
11776,4
11777,4
11778,8
11779,5
11780,0
11781,6
11782,5
11783,7
11784,2
11785,8
11786,9
11787,9
11788,2
11789,0
11790,7
11791,1
11792,4
11793,2
11794,1
11795,3
11796,2
11797,4
11798,2
11799,5
11800,0
11801,6
11802,2
11803,7
11804,2
11805,8
11806,5
11807,9
11808,6
11809,0
11810,5
11811,1
11812,3
11813,2
11814,4
11815,3
11816,7
11817,4
11818,1
11819,5
11820,5
11821,6
11822,4
11823,7
11824,7
11825,8
11826,8
11827,9
11828,4
11829,1
11830,4
11831,3
11832,6
11833,5
11834,7
11835,9
11836,5
11837,4
11838,6
11839,1
11840,9
11841,7
11842,9
11843,7
11844,6
11845,2
11846,4
11847,1
11848,0
11849,4
11850,5
11851,8
11852,2
11853,3
11854,6
11855,8
11856,6
11857,2
11858,4
11859,9
11860,6
11861,3
11862,6
11863,8
11864,3
11865,5
11866,3
11867,4
11868,8
11869,9
11870,9
11871,7
11872,9
11873,5
11874,0
11875,4
11876,9
11877,3
11878,1
11879,9
11880,2
11881,2
11882,4
11883,5
11884,1
11885,7
11886,4
11887,4
11888,4
11889,1
11890,0
11891,2
11892,9
11893,3
11894,7
11895,5
11896,8
11897,9
11898,0
11899,1
11900,6
11901,6
11902,5
11903,0
11904,7
11905,1
11906,4
11907,0
11908,1
11909,0
11910,0
11911,2
11912,6
11913,8
11914,5
11915,7
11916,4
11917,2
11918,6
11919,5
11920,6
11921,1
11922,4
11923,1
11924,9
11925,8
11926,8
11927,5
11928,1
11929,6
11930,3
11931,4
11932,0
11933,0
11934,6
11935,4
11936,4
11937,7
11938,3
11939,3
11940,4
11941,6
11942,1
11943,8
11944,1
11945,0
11946,3
11947,3
11948,3
11949,7
11950,3
11951,4
11952,2
11953,0
11954,0
11955,6
11956,5
11957,9
11958,1
11959,2
11960,0
11961,6
11962,8
11963,5
11964,1
11965,8
11966,3
11967,6
11968,4
11969,9
11970,0
11971,0
11972,1
11973,4
11974,3
11975,0
11976,5
11977,6
11978,1
11979,1
11980,3
11981,9
11982,2
11983,2
11984,1
11985,0
11986,3
11987,9
11988,4
11989,5
11990,1
11991,1
11992,4
11993,3
11994,4
11995,6
11996,0
11997,9
11998,3
11999,4
12000,3
12001,8
12002,3
12003,3
12004,1
12005,7
12006,6
12007,7
12008,0
12009,6
12010,2
12011,3
12012,4
12013,0
12014,3
12015,5
12016,7
12017,6
12018,7
12019,2
12020,5
12021,2
12022,7
12023,0
12024,3
12025,1
12026,2
12027,2
12028,4
12029,3
12030,5
12031,4
12032,3
12033,5
12034,4
12035,6
12036,2
12037,7
12038,5
12039,8
12040,0
12041,9
12042,5
12043,0
12044,2
12045,1
12046,0
12047,2
12048,0
12049,3
12050,9
12051,4
12052,7
12053,5
12054,8
12055,6
12056,2
12057,7
12058,3
12059,8
12060,8
12061,9
12062,2
12063,0
12064,4
12065,1
12066,1
12067,2
12068,6
12069,3
12070,2
12071,4
12072,9
12073,5
12074,6
12075,6
12076,2
12077,7
12078,9
12079,8
12080,9
12081,9
12082,7
12083,2
12084,6
12085,4
12086,9
12087,1
12088,9
12089,5
12090,7
12091,6
12092,3
12093,1
12094,7
12095,1
12096,4
12097,7
12098,4
12099,8
12100,2
12101,5
12102,5
12103,3
12104,2
12105,4
12106,1
12107,6
12108,9
12109,7
12110,9
12111,0
12112,2
12113,3
12114,3
12115,2
12116,9
12117,9
12118,8
12119,8
12120,1
12121,6
12122,3
12123,8
12124,2
12125,9
12126,3
12127,9
12128,6
12129,7
12130,5
12131,7
12132,2
12133,2
12134,7
12135,1
12136,8
12137,1
12138,4
12139,2
12140,9
12141,8
12142,6
12143,0
12144,0
12145,6
12146,2
12147,5
12148,9
12149,3
12150,8
12151,8
12152,0
12153,1
12154,3
12155,3
12156,5
12157,6
12158,1
12159,0
12160,6
12161,4
12162,3
12163,8
12164,1
12165,9
12166,8
12167,7
12168,1
12169,2
12170,1
12171,7
12172,3
12173,1
12174,9
12175,8
12176,9
12177,2
12178,6
12179,1
12180,5
12181,7
12182,3
12183,7
12184,2
12185,3
12186,5
12187,2
12188,2
12189,4
12190,6
12191,6
12192,1
12193,5
12194,5
12195,9
12196,0
12197,4
12198,2
12199,2
12200,2
12201,8
12202,0
12203,2
12204,3
12205,5
12206,3
12207,1
12208,0
12209,0
12210,6
12211,5
12212,6
12213,0
12214,1
12215,6
12216,9
12217,2
12218,3
12219,3
12220,7
12221,6
12222,1
12223,9
12224,0
12225,0
12226,2
12227,1
12228,7
12229,2
12230,9
12231,3
12232,2
12233,4
12234,3
12235,5
12236,2
12237,6
12238,3
12239,7
12240,6
12241,8
12242,4
12243,9
12244,5
12245,0
12246,9
12247,1
12248,1
12249,2
12250,7
12251,3
12252,2
12253,4
12254,0
12255,5
12256,9
12257,6
12258,6
12259,7
12260,6
12261,8
12262,4
12263,9
12264,5
12265,0
12266,8
12267,1
12268,5
12269,2
12270,0
12271,3
12272,5
12273,4
12274,8
12275,5
12276,4
12277,6
12278,2
12279,7
12280,2
12281,8
12282,6
12283,9
12284,2
12285,4
12286,8
12287,7
12288,0
12289,8
12290,8
12291,6
12292,8
12293,3
12294,0
12295,4
12296,9
12297,0
12298,6
12299,9
12300,7
12301,7
12302,5
12303,1
12304,3
12305,9
12306,0
12307,3
12308,8
12309,8
12310,5
12311,4
12312,9
12313,7
12314,7
12315,3
12316,9
12317,0
12318,3
12319,9
12320,8
12321,9
12322,3
12323,6
12324,8
12325,1
12326,7
12327,4
12328,1
12329,5
12330,1
12331,4
12332,9
12333,6
12334,9
12335,2
12336,7
12337,0
12338,9
12339,6
12340,9
12341,2
12342,7
12343,1
12344,0
12345,1
12346,7
12347,1
12348,7
12349,1
12350,7
12351,7
12352,0
12353,2
12354,5
12355,4
12356,2
12357,2
12358,2
12359,9
12360,6
12361,4
12362,0
12363,5
12364,0
12365,8
12366,3
12367,4
12368,2
12369,2
12370,1
12371,7
12372,4
12373,0
12374,3
12375,0
12376,2
12377,7
12378,0
12379,5
12380,5
12381,7
12382,5
12383,6
12384,6
12385,6
12386,2
12387,6
12388,9
12389,8
12390,9
12391,2
12392,7
12393,5
12394,4
12395,2
12396,5
12397,2
12398,1
12399,7
12400,4
12401,7
12402,4
12403,4
12404,3
12405,0
12406,9
12407,2
12408,3
12409,4
12410,1
12411,2
12412,1
12413,3
12414,2
12415,3
12416,7
12417,3
12418,4
12419,1
12420,7
12421,8
12422,6
12423,9
12424,6
12425,6
12426,5
12427,1
12428,5
12429,0
12430,0
12431,5
12432,0
12433,9
12434,4
12435,6
12436,0
12437,9
12438,8
12439,8
12440,0
12441,0
12442,2
12443,3
12444,0
12445,0
12446,2
12447,9
12448,6
12449,6
12450,9
12451,3
12452,1
12453,0
12454,7
12455,1
12456,4
12457,2
12458,9
12459,3
12460,3
12461,4
12462,1
12463,5
12464,1
12465,6
12466,1
12467,7
12468,3
12469,8
12470,5
12471,9
12472,4
12473,0
12474,3
12475,1
12476,1
12477,3
12478,1
12479,4
12480,4
12481,7
12482,4
12483,8
12484,8
12485,9
12486,2
12487,0
12488,3
12489,1
12490,1
12491,2
12492,3
12493,3
12494,8
12495,4
12496,3
12497,7
12498,7
12499,8
12500,2
12501,9
12502,1
12503,9
12504,4
12505,9
12506,5
12507,8
12508,5
12509,5
12510,0
12511,0
12512,1
12513,7
12514,9
12515,7
12516,2
12517,5
12518,4
12519,7
12520,6
12521,9
12522,3
12523,9
12524,2
12525,4
12526,8
12527,7
12528,7
12529,0
12530,7
12531,4
12532,8
12533,1
12534,7
12535,4
12536,3
12537,4
12538,1
12539,7
12540,9
12541,5
12542,3
12543,8
12544,4
12545,1
12546,7
12547,4
12548,2
12549,9
12550,6
12551,8
12552,9
12553,4
12554,2
12555,1
12556,5
12557,8
12558,2
12559,6
12560,1
12561,6
12562,6
12563,4
12564,4
12565,5
12566,5
12567,3
12568,8
12569,3
12570,7
12571,5
12572,4
12573,2
12574,4
12575,5
12576,9
12577,7
12578,3
12579,2
12580,4
12581,5
12582,1
12583,0
12584,4
12585,8
12586,1
12587,3
12588,7
12589,0
12590,4
12591,8
12592,6
12593,7
12594,2
12595,4
12596,0
12597,9
12598,3
12599,5
12600,6
12601,0
12602,4
12603,0
12604,8
12605,0
12606,2
12607,4
12608,7
12609,6
12610,9
12611,2
12612,2
12613,7
12614,4
12615,6
12616,6
12617,8
12618,6
12619,3
12620,2
12621,1
12622,5
12623,8
12624,2
12625,3
12626,7
12627,1
12628,1
12629,0
12630,4
12631,3
12632,1
12633,6
12634,0
12635,2
12636,0
12637,0
12638,5
12639,1
12640,0
12641,2
12642,1
12643,3
12644,1
12645,4
12646,0
12647,5
12648,9
12649,6
12650,5
12651,7
12652,4
12653,8
12654,6
12655,9
12656,1
12657,0
12658,0
12659,1
12660,4
12661,2
12662,7
12663,3
12664,9
12665,6
12666,4
12667,7
12668,3
12669,0
12670,4
12671,1
12672,9
12673,2
12674,3
12675,3
12676,4
12677,4
12678,9
12679,5
12680,5
12681,6
12682,8
12683,7
12684,9
12685,8
12686,5
12687,9
12688,2
12689,1
12690,6
12691,0
12692,9
12693,6
12694,4
12695,3
12696,2
12697,4
12698,6
12699,4
12700,1
12701,2
12702,6
12703,8
12704,5
12705,1
12706,0
12707,0
12708,3
12709,6
12710,0
12711,7
12712,2
12713,2
12714,4
12715,3
12716,6
12717,3
12718,6
12719,9
12720,5
12721,3
12722,4
12723,3
12724,8
12725,9
12726,2
12727,1
12728,3
12729,5
12730,3
12731,2
12732,5
12733,3
12734,5
12735,1
12736,5
12737,6
12738,3
12739,7
12740,7
12741,3
12742,2
12743,7
12744,0
12745,8
12746,5
12747,4
12748,1
12749,0
12750,4
12751,2
12752,0
12753,7
12754,7
12755,8
12756,5
12757,0
12758,6
12759,7
12760,8
12761,0
12762,9
12763,6
12764,0
12765,9
12766,4
12767,3
12768,4
12769,2
12770,3
12771,4
12772,9
12773,8
12774,4
12775,6
12776,1
12777,0
12778,2
12779,5
12780,9
12781,7
12782,9
12783,5
12784,8
12785,1
12786,4
12787,0
12788,1
12789,6
12790,7
12791,7
12792,2
12793,2
12794,1
12795,9
12796,7
12797,7
12798,1
12799,9
12800,2
12801,5
12802,5
12803,6
12804,9
12805,5
12806,6
12807,2
12808,8
12809,6
12810,8
12811,2
12812,1
12813,8
12814,6
12815,1
12816,0
12817,7
12818,4
12819,5
12820,6
12821,5
12822,5
12823,7
12824,9
12825,3
12826,7
12827,5
12828,1
12829,0
12830,6
12831,1
12832,0
12833,1
12834,6
12835,3
12836,7
12837,8
12838,4
12839,4
12840,6
12841,9
12842,9
12843,4
12844,1
12845,5
12846,5
12847,1
12848,1
12849,8
12850,1
12851,6
12852,2
12853,8
12854,9
12855,9
12856,2
12857,0
12858,7
12859,1
12860,0
12861,2
12862,7
12863,3
12864,2
12865,4
12866,5
12867,5
12868,1
12869,6
12870,7
12871,7
12872,6
12873,8
12874,0
12875,9
12876,7
12877,0
12878,2
12879,1
12880,7
12881,2
12882,0
12883,3
12884,2
12885,4
12886,0
12887,5
12888,1
12889,6
12890,9
12891,7
12892,1
12893,8
12894,3
12895,9
12896,1
12897,0
12898,9
12899,1
12900,2
12901,2
12902,9
12903,3
12904,6
12905,4
12906,3
12907,5
12908,6
12909,6
12910,0
12911,7
12912,0
12913,8
12914,1
12915,9
12916,1
12917,0
12918,5
12919,8
12920,5
12921,7
12922,2
12923,8
12924,8
12925,9
12926,1
12927,9
12928,1
12929,0
12930,2
12931,1
12932,0
12933,4
12934,8
12935,5
12936,6
12937,1
12938,0
12939,6
12940,6
12941,7
12942,5
12943,3
12944,6
12945,2
12946,3
12947,9
12948,9
12949,0
12950,7
12951,5
12952,1
12953,6
12954,0
12955,7
12956,1
12957,3
12958,2
12959,9
12960,4
12961,9
12962,6
12963,3
12964,3
12965,8
12966,8
12967,9
12968,4
12969,6
12970,4
12971,7
12972,1
12973,5
12974,4
12975,6
12976,8
12977,3
12978,0
12979,5
12980,4
12981,0
12982,6
12983,5
12984,7
12985,4
12986,6
12987,0
12988,4
12989,3
12990,2
12991,4
12992,4
12993,7
12994,2
12995,7
12996,3
12997,4
12998,2
12999,3
13000,7
13001,2
13002,7
13003,1
13004,8
13005,5
13006,5
13007,5
13008,8
13009,0
13010,7
13011,5
13012,1
13013,0
13014,4
13015,8
13016,9
13017,4
13018,2
13019,6
13020,2
13021,7
13022,3
13023,0
13024,3
13025,2
13026,2
13027,9
13028,2
13029,3
13030,1
13031,4
13032,0
13033,4
13034,1
13035,8
13036,1
13037,1
13038,2
13039,2
13040,2
13041,2
13042,9
13043,3
13044,0
13045,1
13046,3
13047,3
13048,8
13049,6
13050,6
13051,7
13052,8
13053,3
13054,7
13055,4
13056,1
13057,9
13058,2
13059,1
13060,0
13061,9
13062,9
13063,8
13064,8
13065,5
13066,5
13067,0
13068,7
13069,2
13070,7
13071,8
13072,6
13073,6
13074,7
13075,6
13076,3
13077,8
13078,8
13079,2
13080,2
13081,8
13082,2
13083,4
13084,9
13085,4
13086,8
13087,2
13088,0
13089,2
13090,9
13091,8
13092,8
13093,0
13094,7
13095,0
13096,4
13097,1
13098,6
13099,2
13100,9
13101,3
13102,9
13103,4
13104,0
13105,5
13106,2
13107,6
13108,0
13109,8
13110,6
13111,9
13112,8
13113,0
13114,2
13115,1
13116,3
13117,2
13118,1
13119,3
13120,0
13121,4
13122,4
13123,5
13124,0
13125,6
13126,6
13127,7
13128,9
13129,8
13130,3
13131,0
13132,1
13133,1
13134,1
13135,4
13136,0
13137,5
13138,2
13139,6
13140,7
13141,7
13142,1
13143,8
13144,3
13145,9
13146,5
13147,8
13148,6
13149,7
13150,4
13151,4
13152,4
13153,7
13154,0
13155,7
13156,3
13157,3
13158,5
13159,9
13160,1
13161,8
13162,2
13163,8
13164,7
13165,3
13166,9
13167,1
13168,6
13169,5
13170,9
13171,2
13172,0
13173,7
13174,4
13175,4
13176,1
13177,2
13178,7
13179,6
13180,8
13181,1
13182,1
13183,5
13184,8
13185,2
13186,6
13187,4
13188,4
13189,5
13190,8
13191,5
13192,7
13193,8
13194,2
13195,6
13196,4
13197,4
13198,6
13199,4
13200,5
13201,4
13202,3
13203,1
13204,1
13205,8
13206,3
13207,7
13208,4
13209,5
13210,0
13211,5
13212,9
13213,1
13214,1
13215,8
13216,2
13217,9
13218,3
13219,1
13220,7
13221,3
13222,2
13223,6
13224,9
13225,3
13226,5
13227,3
13228,6
13229,2
13230,7
13231,2
13232,8
13233,6
13234,9
13235,5
13236,6
13237,5
13238,1
13239,3
13240,1
13241,3
13242,3
13243,8
13244,6
13245,1
13246,7
13247,6
13248,7
13249,5
13250,0
13251,6
13252,5
13253,8
13254,1
13255,1
13256,6
13257,9
13258,6
13259,7
13260,7
13261,6
13262,9
13263,8
13264,5
13265,3
13266,9
13267,7
13268,2
13269,4
13270,4
13271,7
13272,4
13273,0
13274,4
13275,9
13276,4
13277,0
13278,9
13279,0
13280,1
13281,3
13282,8
13283,7
13284,6
13285,9
13286,4
13287,3
13288,8
13289,0
13290,1
13291,1
13292,7
13293,0
13294,3
13295,1
13296,8
13297,0
13298,3
13299,4
13300,8
13301,0
13302,1
13303,1
13304,3
13305,0
13306,4
13307,4
13308,1
13309,7
13310,2
13311,9
13312,5
13313,2
13314,9
13315,0
13316,8
13317,6
13318,1
13319,2
13320,3
13321,6
13322,3
13323,2
13324,5
13325,2
13326,4
13327,9
13328,8
13329,9
13330,2
13331,0
13332,5
13333,1
13334,7
13335,2
13336,5
13337,3
13338,3
13339,4
13340,1
13341,5
13342,1
13343,6
13344,3
13345,7
13346,6
13347,8
13348,1
13349,9
13350,8
13351,0
13352,7
13353,1
13354,6
13355,2
13356,6
13357,3
13358,6
13359,4
13360,7
13361,5
13362,0
13363,6
13364,2
13365,9
13366,9
13367,0
13368,8
13369,1
13370,2
13371,2
13372,0
13373,3
13374,9
13375,4
13376,8
13377,5
13378,0
13379,6
13380,0
13381,7
13382,1
13383,8
13384,5
13385,5
13386,7
13387,7
13388,7
13389,0
13390,1
13391,8
13392,5
13393,4
13394,6
13395,0
13396,1
13397,2
13398,8
13399,1
13400,8
13401,0
13402,7
13403,2
13404,1
13405,8
13406,4
13407,5
13408,8
13409,4
13410,2
13411,4
13412,3
13413,1
13414,8
13415,6
13416,6
13417,1
13418,5
13419,3
13420,9
13421,6
13422,8
13423,9
13424,5
13425,3
13426,8
13427,7
13428,8
13429,4
13430,7
13431,9
13432,4
13433,7
13434,5
13435,4
13436,8
13437,8
13438,5
13439,3
13440,8
13441,2
13442,7
13443,7
13444,1
13445,7
13446,9
13447,9
13448,8
13449,5
13450,6
13451,7
13452,5
13453,6
13454,0
13455,5
13456,8
13457,2
13458,8
13459,4
13460,2
13461,8
13462,1
13463,9
13464,0
13465,6
13466,8
13467,9
13468,2
13469,7
13470,1
13471,6
13472,2
13473,1
13474,4
13475,6
13476,6
13477,1
13478,4
13479,7
13480,9
13481,2
13482,3
13483,3
13484,4
13485,6
13486,4
13487,6
13488,3
13489,6
13490,3
13491,2
13492,1
13493,1
13494,2
13495,0
13496,5
13497,5
13498,1
13499,0
13500,6
13501,1
13502,9
13503,2
13504,0
13505,1
13506,0
13507,7
13508,5
13509,8
13510,8
13511,1
13512,9
13513,4
13514,5
13515,9
13516,5
13517,3
13518,5
13519,9
13520,2
13521,0
13522,8
13523,1
13524,8
13525,2
13526,7
13527,3
13528,4
13529,4
13530,1
13531,5
13532,1
13533,6
13534,7
13535,7
13536,0
13537,8
13538,4
13539,9
13540,7
13541,0
13542,9
13543,1
13544,5
13545,2
13546,5
13547,3
13548,9
13549,4
13550,5
13551,7
13552,9
13553,8
13554,1
13555,9
13556,3
13557,0
13558,6
13559,1
13560,8
13561,2
13562,8
13563,3
13564,2
13565,4
13566,6
13567,5
13568,5
13569,6
13570,7
13571,7
13572,3
13573,8
13574,9
13575,9
13576,1
13577,6
13578,2
13579,0
13580,4
13581,3
13582,8
13583,4
13584,2
13585,1
13586,0
13587,4
13588,7
13589,0
13590,7
13591,8
13592,4
13593,6
13594,6
13595,4
13596,4
13597,5
13598,0
13599,4
13600,6
13601,0
13602,8
13603,7
13604,1
13605,8
13606,0
13607,7
13608,4
13609,7
13610,2
13611,9
13612,1
13613,0
13614,1
13615,4
13616,0
13617,9
13618,4
13619,9
13620,5
13621,7
13622,6
13623,4
13624,9
13625,2
13626,6
13627,0
13628,6
13629,5
13630,5
13631,8
13632,5
13633,5
13634,3
13635,9
13636,4
13637,8
13638,9
13639,8
13640,5
13641,4
13642,2
13643,0
13644,4
13645,7
13646,6
13647,1
13648,4
13649,3
13650,8
13651,5
13652,2
13653,6
13654,6
13655,5
13656,1
13657,3
13658,4
13659,8
13660,1
13661,7
13662,0
13663,3
13664,4
13665,1
13666,7
13667,6
13668,5
13669,8
13670,4
13671,5
13672,3
13673,9
13674,8
13675,2
13676,5
13677,2
13678,7
13679,0
13680,8
13681,9
13682,9
13683,2
13684,7
13685,4
13686,7
13687,6
13688,6
13689,5
13690,5
13691,2
13692,4
13693,1
13694,6
13695,3
13696,4
13697,6
13698,7
13699,6
13700,3
13701,2
13702,8
13703,1
13704,7
13705,2
13706,6
13707,6
13708,7
13709,0
13710,9
13711,7
13712,3
13713,4
13714,4
13715,7
13716,2
13717,8
13718,2
13719,9
13720,6
13721,2
13722,5
13723,9
13724,3
13725,5
13726,7
13727,1
13728,0
13729,8
13730,3
13731,3
13732,9
13733,5
13734,5
13735,6
13736,5
13737,8
13738,9
13739,0
13740,1
13741,0
13742,6
13743,9
13744,9
13745,9
13746,5
13747,3
13748,9
13749,1
13750,8
13751,1
13752,7
13753,0
13754,0
13755,1
13756,1
13757,2
13758,6
13759,3
13760,7
13761,4
13762,1
13763,5
13764,2
13765,6
13766,6
13767,7
13768,8
13769,8
13770,2
13771,9
13772,9
13773,0
13774,6
13775,1
13776,2
13777,2
13778,3
13779,3
13780,6
13781,4
13782,7
13783,5
13784,7
13785,6
13786,0
13787,7
13788,1
13789,8
13790,6
13791,9
13792,5
13793,0
13794,2
13795,1
13796,3
13797,2
13798,7
13799,3
13800,2
13801,4
13802,7
13803,7
13804,8
13805,8
13806,5
13807,9
13808,5
13809,0
13810,3
13811,7
13812,3
13813,0
13814,2
13815,7
13816,9
13817,8
13818,1
13819,3
13820,3
13821,0
13822,1
13823,0
13824,5
13825,5
13826,2
13827,5
13828,0
13829,3
13830,6
13831,8
13832,5
13833,8
13834,4
13835,1
13836,5
13837,4
13838,9
13839,6
13840,7
13841,1
13842,0
13843,8
13844,1
13845,0
13846,2
13847,2
13848,8
13849,7
13850,6
13851,3
13852,1
13853,9
13854,1
13855,4
13856,0
13857,1
13858,5
13859,2
13860,3
13861,5
13862,1
13863,9
13864,9
13865,8
13866,3
13867,9
13868,9
13869,5
13870,5
13871,4
13872,1
13873,3
13874,5
13875,0
13876,9
13877,3
13878,4
13879,3
13880,9
13881,4
13882,0
13883,7
13884,0
13885,1
13886,1
13887,2
13888,3
13889,1
